Year,Temp (°C),Population (Billion),CO2 (ppm),Internet Access (%),Source
1877,0.19,1.83,316.90899948501965,0.0,Synthetic_GHA_2025
1878,0.19,1.84,317.3328743134566,0.0,Synthetic_GHA_2025
1879,0.2,1.86,317.7587277488401,0.0,Synthetic_GHA_2025
1880,0.21,1.88,318.186559791171,0.0,Synthetic_GHA_2025
1881,0.21,1.9,318.61637044044846,0.0,Synthetic_GHA_2025
1882,0.22,1.92,319.0481596966729,0.0,Synthetic_GHA_2025
1883,0.23,1.93,319.48192755984473,0.0,Synthetic_GHA_2025
1884,0.23,1.95,319.9176740299631,0.0,Synthetic_GHA_2025
1885,0.24,1.97,320.3553991070289,0.0,Synthetic_GHA_2025
1886,0.25,1.99,320.79510279104124,0.0,Synthetic_GHA_2025
1887,0.25,2.01,321.236785082001,0.0,Synthetic_GHA_2025
1888,0.26,2.03,321.6804459799073,0.0,Synthetic_GHA_2025
1889,0.27,2.05,322.12608548476055,0.0,Synthetic_GHA_2025
1890,0.27,2.07,322.57370359656124,0.0,Synthetic_GHA_2025
1891,0.28,2.09,323.02330031530846,0.0,Synthetic_GHA_2025
1892,0.29,2.11,323.4748756410031,0.0,Synthetic_GHA_2025
1893,0.29,2.13,323.9284295736443,0.0,Synthetic_GHA_2025
1894,0.3,2.15,324.3839621132324,0.0,Synthetic_GHA_2025
1895,0.31,2.17,324.84147325976755,0.0,Synthetic_GHA_2025
1896,0.32,2.19,325.3009630132501,0.0,Synthetic_GHA_2025
1897,0.32,2.21,325.76243137367965,0.0,Synthetic_GHA_2025
1898,0.33,2.23,326.22587834105525,0.0,Synthetic_GHA_2025
1899,0.34,2.25,326.69130391537874,0.0,Synthetic_GHA_2025
1900,0.34,2.27,327.15870809664875,0.0,Synthetic_GHA_2025
1901,0.35,2.3,327.62809088486574,0.0,Synthetic_GHA_2025
1902,0.36,2.32,328.0994522800297,0.0,Synthetic_GHA_2025
1903,0.36,2.34,328.5727922821411,0.0,Synthetic_GHA_2025
1904,0.37,2.36,329.04811089119903,0.0,Synthetic_GHA_2025
1905,0.38,2.39,329.52540810720393,0.0,Synthetic_GHA_2025
1906,0.38,2.41,330.00468393015626,0.0,Synthetic_GHA_2025
1907,0.39,2.43,330.48593836005466,0.0,Synthetic_GHA_2025
1908,0.4,2.46,330.96917139690095,0.0,Synthetic_GHA_2025
1909,0.4,2.48,331.45438304069376,0.0,Synthetic_GHA_2025
1910,0.41,2.5,331.94157329143354,0.0,Synthetic_GHA_2025
1911,0.42,2.53,332.43074214912076,0.0,Synthetic_GHA_2025
1912,0.43,2.55,332.92188961375405,0.0,Synthetic_GHA_2025
1913,0.43,2.58,333.4150156853352,0.0,Synthetic_GHA_2025
1914,0.44,2.6,333.91012036386246,0.0,Synthetic_GHA_2025
1915,0.45,2.62,334.4072036493376,0.0,Synthetic_GHA_2025
1916,0.45,2.65,334.9062655417588,0.0,Synthetic_GHA_2025
1917,0.46,2.68,335.40730604112787,0.0,Synthetic_GHA_2025
1918,0.47,2.7,335.9103251474435,0.0,Synthetic_GHA_2025
1919,0.47,2.73,336.41532286070606,0.0,Synthetic_GHA_2025
1920,0.48,2.75,336.9222991809156,0.0,Synthetic_GHA_2025
1921,0.49,2.78,337.43125410807215,0.0,Synthetic_GHA_2025
1922,0.49,2.81,337.94218764217567,0.0,Synthetic_GHA_2025
1923,0.5,2.83,338.45509978322616,0.0,Synthetic_GHA_2025
1924,0.51,2.86,338.96999053122363,0.0,Synthetic_GHA_2025
1925,0.51,2.89,339.48685988616853,0.0,Synthetic_GHA_2025
1926,0.52,2.92,340.0057078480595,0.0,Synthetic_GHA_2025
1927,0.53,2.94,340.5265344168979,0.0,Synthetic_GHA_2025
1928,0.53,2.97,341.0493395926833,0.0,Synthetic_GHA_2025
1929,0.54,3.0,341.57412337541564,0.0,Synthetic_GHA_2025
1930,0.55,3.03,342.1008857650945,0.0,Synthetic_GHA_2025
1931,0.56,3.06,342.6296267617213,0.0,Synthetic_GHA_2025
1932,0.56,3.09,343.1603463652946,0.0,Synthetic_GHA_2025
1933,0.57,3.12,343.6930445758144,0.0,Synthetic_GHA_2025
1934,0.58,3.15,344.2277213932821,0.0,Synthetic_GHA_2025
1935,0.58,3.18,344.76437681769585,0.0,Synthetic_GHA_2025
1936,0.59,3.21,345.30301084905705,0.0,Synthetic_GHA_2025
1937,0.6,3.24,345.8436234873652,0.0,Synthetic_GHA_2025
1938,0.6,3.27,346.3862147326204,0.0,Synthetic_GHA_2025
1939,0.61,3.3,346.9307845848225,0.0,Synthetic_GHA_2025
1940,0.62,3.33,347.47733304397116,0.0,Synthetic_GHA_2025
1941,0.62,3.36,348.0258601100677,0.0,Synthetic_GHA_2025
1942,0.63,3.4,348.5763657831103,0.0,Synthetic_GHA_2025
1943,0.64,3.43,349.12885006310034,0.0,Synthetic_GHA_2025
1944,0.64,3.46,349.6833129500369,0.0,Synthetic_GHA_2025
1945,0.65,3.5,350.23975444392136,0.0,Synthetic_GHA_2025
1946,0.66,3.53,350.7981745447523,0.0,Synthetic_GHA_2025
1947,0.67,3.56,351.3585732525298,0.0,Synthetic_GHA_2025
1948,0.67,3.6,351.92095056725475,0.0,Synthetic_GHA_2025
1949,0.68,3.63,352.4853064889262,0.0,Synthetic_GHA_2025
1950,0.69,3.67,353.0516410175451,0.0,Synthetic_GHA_2025
1951,0.69,3.7,353.61995415311094,0.0,Synthetic_GHA_2025
1952,0.7,3.74,354.1902458956238,0.0,Synthetic_GHA_2025
1953,0.71,3.77,354.7625162450836,0.0,Synthetic_GHA_2025
1954,0.71,3.81,355.3367652014899,0.0,Synthetic_GHA_2025
1955,0.72,3.85,355.9129927648437,0.0,Synthetic_GHA_2025
1956,0.73,3.88,356.491198935144,0.0,Synthetic_GHA_2025
1957,0.73,3.92,357.0713837123917,0.0,Synthetic_GHA_2025
1958,0.74,3.96,357.65354709658595,0.0,Synthetic_GHA_2025
1959,0.75,3.99,358.23768908772763,0.0,Synthetic_GHA_2025
1960,0.75,4.03,358.8238096858163,0.0,Synthetic_GHA_2025
1961,0.76,4.07,359.41190889085146,0.0,Synthetic_GHA_2025
1962,0.77,4.11,360.0019867028341,0.0,Synthetic_GHA_2025
1963,0.77,4.15,360.5940431217632,0.0,Synthetic_GHA_2025
1964,0.78,4.19,361.18807814763977,0.0,Synthetic_GHA_2025
1965,0.79,4.23,361.7840917804633,0.0,Synthetic_GHA_2025
1966,0.8,4.27,362.3820840202334,0.0,Synthetic_GHA_2025
1967,0.8,4.31,362.9820548669509,0.0,Synthetic_GHA_2025
1968,0.81,4.35,363.5840043206149,0.0,Synthetic_GHA_2025
1969,0.82,4.39,364.18793238122635,0.0,Synthetic_GHA_2025
1970,0.82,4.44,364.7938390487843,0.0,Synthetic_GHA_2025
1971,0.83,4.48,365.4017243232897,0.0,Synthetic_GHA_2025
1972,0.84,4.52,366.0115882047421,0.0,Synthetic_GHA_2025
1973,0.84,4.57,366.623430693141,0.0,Synthetic_GHA_2025
1974,0.85,4.61,367.2372517884869,0.0,Synthetic_GHA_2025
1975,0.86,4.65,367.85305149077976,0.0,Synthetic_GHA_2025
1976,0.86,4.7,368.47082980002006,0.0,Synthetic_GHA_2025
1977,0.87,4.74,369.0905867162069,0.0,Synthetic_GHA_2025
1978,0.88,4.79,369.7123222393411,0.0,Synthetic_GHA_2025
1979,0.88,4.83,370.33603636942235,0.0,Synthetic_GHA_2025
1980,0.89,4.88,370.96172910644964,0.0,Synthetic_GHA_2025
1981,0.9,4.93,371.5894004504248,0.0,Synthetic_GHA_2025
1982,0.91,4.98,372.2190504013465,0.0,Synthetic_GHA_2025
1983,0.91,5.02,372.85067895921566,0.0,Synthetic_GHA_2025
1984,0.92,5.07,373.4842861240313,0.0,Synthetic_GHA_2025
1985,0.93,5.12,374.11987189579395,0.0,Synthetic_GHA_2025
1986,0.93,5.17,374.757436274504,0.0,Synthetic_GHA_2025
1987,0.94,5.22,375.3969792601606,0.0,Synthetic_GHA_2025
1988,0.95,5.27,376.0385008527642,0.0,Synthetic_GHA_2025
1989,0.95,5.32,376.6820010523147,0.0,Synthetic_GHA_2025
1990,0.96,5.37,377.3274798588127,0.0,Synthetic_GHA_2025
1991,0.97,5.42,377.9749372722572,0.5,Synthetic_GHA_2025
1992,0.97,5.47,378.62437329264867,1.0,Synthetic_GHA_2025
1993,0.98,5.53,379.2757879199876,1.5,Synthetic_GHA_2025
1994,0.99,5.58,379.929181154273,2.0,Synthetic_GHA_2025
1995,0.99,5.63,380.5845529955054,2.5,Synthetic_GHA_2025
1996,1.0,5.69,381.2419034436848,3.0,Synthetic_GHA_2025
1997,1.01,5.74,381.90123249881117,3.5,Synthetic_GHA_2025
1998,1.01,5.8,382.5625401608845,4.0,Synthetic_GHA_2025
1999,1.02,5.85,383.2258264299053,4.5,Synthetic_GHA_2025
2000,1.03,5.91,383.8910913058726,5.0,Synthetic_GHA_2025
2001,1.04,5.96,384.55833478878685,7.5,Synthetic_GHA_2025
2002,1.04,6.02,385.2275568786481,10.0,Synthetic_GHA_2025
2003,1.05,6.08,385.89875757545633,12.5,Synthetic_GHA_2025
2004,1.06,6.14,386.57193687921153,15.0,Synthetic_GHA_2025
2005,1.06,6.2,387.2470947899137,17.5,Synthetic_GHA_2025
2006,1.07,6.26,387.9242313075629,20.0,Synthetic_GHA_2025
2007,1.08,6.32,388.60334643215947,22.5,Synthetic_GHA_2025
2008,1.08,6.38,389.28444016370213,25.0,Synthetic_GHA_2025
2009,1.09,6.44,389.9675125021927,27.5,Synthetic_GHA_2025
2010,1.1,6.5,390.6525634476293,30.0,Synthetic_GHA_2025
2011,1.1,6.56,391.3395930000138,32.0,Synthetic_GHA_2025
2012,1.11,6.62,392.02860115934436,34.0,Synthetic_GHA_2025
2013,1.12,6.69,392.7195879256228,36.0,Synthetic_GHA_2025
2014,1.12,6.75,393.4125532988478,38.0,Synthetic_GHA_2025
2015,1.13,6.82,394.10749727901975,40.0,Synthetic_GHA_2025
2016,1.14,6.88,394.8044198661387,42.0,Synthetic_GHA_2025
2017,1.15,6.95,395.50332106020414,44.0,Synthetic_GHA_2025
2018,1.15,7.02,396.2042008612175,46.0,Synthetic_GHA_2025
2019,1.16,7.08,396.9070592691769,48.0,Synthetic_GHA_2025
2020,1.17,7.15,397.61189628408374,50.0,Synthetic_GHA_2025
2021,1.17,7.22,398.318711905938,52.0,Synthetic_GHA_2025
2022,1.18,7.29,399.0275061347388,54.0,Synthetic_GHA_2025
2023,1.19,7.36,399.73827897048614,56.0,Synthetic_GHA_2025
2024,1.19,7.43,400.4510304131809,58.0,Synthetic_GHA_2025
2025,1.1,7.5,401.16576046282216,50.0,Synthetic_GHA_2025
